steming_data,Score,Sentiment
bagus sih donlowad ya gkpp gue rating bintang limaa,1,Positif
game mudah orang orang diakorblox djhdjndbiz lantas senjata jual rumah rumah game hiu game,6,Positif
dikit dikit kena ban orang report iseng suka fitnah,-5,Negatif
ya kecewa adminnya totem beli bawa eeeh orang aneh bagi rejeki sc ya has lol,3,Positif
main main gem main roblok mohon baik,0,Negatif
game ya bagus banget suka denngan game patah patah sih ok bintang,3,Positif
game play ya bagus suka,2,Positif
woi robloxbisa sih pas main map ngeleg gua jaring gua lancarpas gua main map av gua error bentuk gua pakai chet cheater map av gua anjlokrusakgak bagusapalagi disconnectjaringan gua lancar ganggu halang eror sih game tuh ngotak dikit napaplis roblox atas masalah inibukan gua rasai sepupu gue teman gua luar,-11,Negatif
seru,0,Negatif
akun ku rame,0,Negatif
bgss banget suka ya teman pas main game ya banyakkk teman loh,5,Positif
game asik bikin acara ya admin susah susah secret nya,1,Positif
keren ku suka,0,Negatif
asikk main roblox nih roblox akun,0,Negatif
roblox indah,0,Negatif
secret,0,Negatif
gamenya seru recommended banget pilih btw schlep kagak bebasin,-1,Negatif
gamenya bagus tolong robux ya mahal hhhhh wkwkwkwk,2,Positif
bagus hibur,0,Negatif
ive been fishing on the new map for a long time but havent gotten even sc and its been about days,0,Negatif
game seru,1,Positif
asik,1,Positif
bagus senang,0,Negatif
bagus hacker exploiter pakai executor,0,Negatif
adil adil orang curang main ganggu player lapor kena ban bicara kotor ban adil kayak perintah indonesia,-4,Negatif
bagus sayang android android main roblox andai,1,Positif
mendownload ya,1,Positif
gamenya seru poll,0,Negatif
game seru main,1,Positif
seru main online teman tualang baruuuuu,0,Negatif
geme bagus populer bagus kasih bintang terima kasih,2,Positif
developer indihome pas man ngeleg,0,Negatif
lumayan asik boros kuota,-1,Negatif
hey roblox you guys need deleted that ai thing i was age but when i use the face detection they thing im roblox deleted your ai face detect now,1,Positif
seru bgetttt bisah hiling kerobloxx,0,Negatif
loading pakai wifi jaring bagus sinyal jernih kagak masuk masuk main fish loh,-1,Negatif
main seru banget,1,Positif
kasih secret talon,0,Negatif
milik game tarik,3,Positif
warna putih naikin bintang,-1,Negatif
roblox is the best,0,Negatif
tolong nih roblox akun ku pas masuk akun pakai password reset passwordnya robloxx,0,Negatif
roblox internet bagus connection eror mulu jaring bagus,0,Negatif
bagus main ya,1,Positif
buka nih baik,0,Negatif
bagus pilih bosan,-1,Negatif
seru tantang hibur,-1,Negatif
item shop suka ilangggg robux kembali ajar uang jajan ku abis roblox rugi pas item beli hilang beli hilang mohon bijak roblox moga cepat proses robux ya kembali,1,Positif
bagus banget map seru main,1,Positif
wifi lancar dunia roblox abu abu jam normal,1,Positif
ngelek main roblox asik,1,Positif
seru banget gemas nya mabar,1,Positif
seru hiling,0,Negatif
game ya pilih seru,1,Positif
gem ya bagus main buru deh donloud seruuuuuuuu,1,Positif
tau jwbn nya,-1,Negatif
gem bagus,0,Negatif
bagus pelit,0,Negatif
seru inti nya,0,Negatif
seru gem ya,1,Positif
bagus keren,0,Negatif
please ask for a secret talon,-1,Negatif
good game,2,Positif
game bagus moga bug roblox selesai,2,Positif
suka main fish suka tibatiba dc kagak tarik,0,Negatif
wow gamenya bagus benget,0,Negatif
bagus banget woy seru map ya asyik,2,Positif
game nya asikk banget seru main dalam ya bosan bosan deh main nya kendala suruh update sih,3,Positif
game senang,1,Positif
game a suka ku,1,Positif
bagus pol,-1,Negatif
tolongg robux habis beli,0,Negatif
game bagustapi hp cepat panas baterai cepat habis,0,Negatif
msukin gif car masuk robux,-1,Negatif
mantapseruu,0,Negatif
seru bnaget game ya,2,Positif
game bagus suka ya main suka steal a brainrotdan grow a garden,2,Positif
mantap seru rada patah tolong kurang leg nya,-1,Negatif
game main pokok ya game bagus,3,Positif
bagus seru,0,Negatif
seru bed,0,Negatif
seru senang ketemu teman teman,1,Positif
game ya bagus suka error jaring padah jaring ya kencang bagus,4,Positif
lol lambat masuk,0,Negatif
game ya bodoh nge leq nge leq,2,Positif
main sulit lewat seru,0,Negatif
game bagus suka ya kurang internet ku lancar internet ku mbps lag ya,2,Positif
bagus banget rameeeee tapiada minus on mic pakai ktf umur sayngg banget teteppp seru koo cuman rekomendasi roblox main favorit akuuuu,1,Positif
hey hp ku indak iso,0,Negatif
main game wifi connecting error main game aman tolong bantu temu jalan coba terima kasih,3,Positif
gem ya bagus main ya bagus terima kasih robloxx,3,Positif
roblox bikin kecewa terus malas yapping,-1,Negatif
cocok mainin,-1,Negatif
fish taikkk level goshfin level sc kuil suci fish najis cek noh plisxmaja gati nama maja najisssss,-2,Negatif
gamenya seru banget,1,Positif
seru reda stres,-1,Negatif
game bagus main seru main ya aplikasi ya contoh papji ml ya,3,Positif
best banget pokonamah permainansukak banget bangettapi aanu murahin harga item ya robux ya hehewpokok ya best banget permainanaku teman online,6,Positif
game seru alam game wifi sempurna ngeleg gapapa kasih bintang tolong orang orang pakai script banned,2,Positif
bagus ngegame mana,0,Negatif
lumayan seru,0,Negatif
game fisch ya keren suka ngelag gameplay pause,2,Positif
bagus seru ganti map,0,Negatif
balikin incmu,0,Negatif
game suka ku,1,Positif
seru game roblox sopan biar anak anak bawa umur main roblox,-1,Negatif
hp baju celana blur texture ya bug render lot bug tolong baik,0,Negatif
game seru,1,Positif
seru banget coba buru donglot,1,Positif
roblok seru,0,Negatif
game ya bagus orang rating bintang stok ya,2,Positif
game seruring,1,Positif
bayak bayak outfit bug bug baju jamur tolong semjak updet jls,1,Positif
bagus main ya,1,Positif
asik banget cok haha,2,Positif
ya jarang ikan gacor,1,Positif
gjls beli ava hilang ilangan smuagua beli pakai duitt harga ngotakkkkkkkitem ilanggggggggg kecewaaa aing,1,Positif
game ya bagus tolong baik pas main update,3,Positif
terima kasih,1,Positif
seru banget survival game nya,2,Positif
main ya serubanget,1,Positif
bime still e berenrot ende groegarden good,1,Positif
game ya seru,2,Positif
seru banget map ya bosan,2,Positif
main ya cari teman,0,Negatif
bagus ya hame ya,2,Positif
bac,0,Negatif
kecewa top up pakai pulsa pakai smartfreen support pulsa,0,Negatif
kecewa tiaptiap knapa hilang sinyal aplikasi aneh gaka kali,-1,Negatif
sih buram ngeblur mals banget sih,0,Negatif
akun kali hilang akun robux upgrade upgrade situh robux,0,Negatif
seru banget gamenya bejir,1,Positif
menyenangkanmiaw ah,0,Negatif
geme seru geme ya suka ya pakai kuota kuota habis reting,0,Negatif
game ya bagus ya map pas masuk hp mati ngecrash salah ya nama map ya nugget,4,Positif
gamenya seru sih minus suka ngelag coba versi offline ya main,0,Negatif
level fish secret gede semangat,0,Negatif
mincintai roblox roblox pas sakit hati orang sayang tidka sepi plis admin roblox hapus roblox,-2,Negatif
enak amabar,0,Negatif
gamenya seru tarik suka,1,Positif
game jelek main ya,1,Positif
gem ya bagus map permainin,1,Positif
plis ikan bagus,0,Negatif
lag main pakai wifi kualitas jaring bagus pakai data gerak player kali keduluan damage ya animasi tolong baik,2,Positif
bgusss,0,Negatif
game santai,2,Positif
senang masuk nama pakai nomer,-1,Negatif
seru banget kadang kadang kesal,3,Positif
jelek pakai data seluler,-2,Negatif
roblox op,0,Negatif
game bagus bagus bugg bug sih kasih bintang,1,Positif
beli item item hilang mana kompensasi game enak jidat banget,0,Negatif
game roblox bagusbisa interaksi dengn teman obrol lainlain,1,Positif
duh anak gua menang gara gara game anak gua katain player sopan game bijak dikit kasihan anak anak begitu sakit hati pas report guna ngata katai anak report paksa suruh main map roblox bijak dikit anak umur pasuk server orang dewasa anak katain sedih lihat ngis,-12,Negatif
game seru game ya englek game alam,4,Positif
game ya jelek suka banned sembarang,0,Negatif
tolong baik bug map fish resah rugi player ya bug ngestuck gbisa mancing bug tas dll,0,Negatif
game bagus banget forsaken keren parah mabar teman gila kasih bintang,1,Positif
bagus danenarik main game bagus,1,Positif
game bagus gerapik bagus,1,Positif
lag,0,Negatif
seru banget tolong robux ya murahin ngeleg hp ku roblox ya tolong hacker jahat band band orang salah seru bang pokok ya lopyu roblox update update aplikasi gue hilang,1,Positif
seru bug malam tolong baik,-1,Negatif
tolong minggu secret,0,Negatif
seru suka game,1,Positif
game ya seru bgttapi kadang ngeleg,3,Positif
talon gua kasih bintang elmanjanya,-1,Negatif
tolong login akun mereset sandi etik email kirim kode terima apa,0,Negatif
game tolong jaring ya rendahin orang jaring ya bagus main game,6,Positif
bagus no komen,0,Negatif
pas main game roblox yahpadahal simpan loh ram tolong timbang roblox,1,Positif
mancing bagus banget,2,Positif
okebanyak mapbanyak ugc gratis minusnyakalo buat versi lite ya jugamain ram lag banget orangplis dev update bikin versi litenya kasih fitur grafik,4,Positif
game baju kepala muka gratis,3,Positif
nice game,2,Positif
suka ngelag wifi bagus,0,Negatif
game ya,2,Positif
seru sih hehe,0,Negatif
monton asu,0,Negatif
geme favorit,0,Negatif
game bagus suka game ya,3,Positif
aaya suka main game roblox seru,1,Positif
seru banget map bosan bosan teman,1,Positif
game seru pas main kayak ngebug lumayan game roblox ku kasih,2,Positif
gamr ya bagus banget tolong robux ya jual ya robux ribu rupiah,5,Positif
sru banget,1,Positif
plise give mee secret kuil suci nick xnalop,0,Negatif
roblox game bagus banget map ya seru mabar main bareng teman,3,Positif
bagus apk ya,1,Positif
map viral,0,Negatif
broo game rusak fish hp orang rusak,1,Positif
gem ya bagus suka gem,1,Positif
kecewa main game stres ngehabisin,0,Negatif
hibur,0,Negatif
map ya orang main game roblox bosan,2,Positif
seru sih iya upgrade mulu bbencii,0,Negatif
banget gamenyaapalagi pas main fish itwalaupun adminnya kikir behhh seru maennn,3,Positif
seru banget,1,Positif
bagus banget,1,Positif
bagus banget sukaacuman map yangg bagus anak usia,0,Negatif
sungguh seru main fish mohon talon kasih gua secret,-1,Negatif
game stupid game,2,Positif
gamenya bagus banget gamenya hapus mama nooo game tanam vs brainrot kayak bot lagipadahal game suka,1,Positif
mantap rameee asikk,1,Positif
seru asik,1,Positif
gamenya bagus bagus senang interaksi teman negara teman teman ku,0,Negatif
susah screat hutan ya bos,2,Positif
hp terbalikterputar sediiikit suka muncul tombol kayak anak panah ngarah kotak sih dihilangin pencet pencet keluar gamood banget main ih tolong saran muka banget muncul cari info ilanginnya mana,-6,Negatif
serruuuuuubisaaaa mabarr bareng temennn juggaaa debest pokooonyaaaa,0,Negatif
bilang geme fish fix bugnya gue main afk tonton tv rodnya ngefreze kikir,0,Negatif
lag,0,Negatif
game ya bevarianserudan unik,2,Positif
kayak roblox hilang main ya update baru yaskrg update threat detected apa pas cari apk donlod resmi nyata ya guna huwawei mendownload apk google pakai gbox agr mendownload apk google play store pakai apk tambah cheat update keluar guna huwawei,3,Positif
game ya,2,Positif
seruuuu,0,Negatif
cakep,0,Negatif
diii hp ku cocok patah patah,-2,Negatif
si si,0,Negatif
seru grafik kadang jelek map seruseru,0,Negatif
bagus banget sumpah otak gua bingung pilih game,0,Negatif
apa gua pasuk nama sandi kagak gj betada baca versi aplikasi sedia negara mukagak banget roblox nya play storetolong,-2,Negatif
seru banget simulasi main,1,Positif
pakai jari pakai jari wifi,-2,Negatif
suka main fish bikin bosan,0,Negatif
geme ya bagus ya main ya sayang event tahun suka ngebug tolong baik ya gamenya bagus ketemu temanteman obrol sungguh sih bagus download sih tolong suka sus game topi sih bagus gamenya ketemu teman gantiganti baju dll bagus banget game anakanak,10,Positif
roblox ya seru map orang ya aneh banget ngechat orang,3,Positif
game ya bagus lumayan update main erorr fish sethel a berengrot grow a garden plss erorrr pas update,3,Positif
this game recommended,1,Positif
alam main robox seru renggang bayak ya main seru game malam hutan,1,Positif
bagus banget seru,1,Positif
bagus grafik hd,0,Negatif
good game,2,Positif
bagus buka,0,Negatif
main roblox sih seru update gua error papa,-2,Negatif
half head hilang orang ngalamin hilang kecewa pesan tindak devlop beli beli hilang dipakek,0,Negatif
main ya seru banget main teman teman ku,2,Positif
game ya bagus main roblox ngemis,2,Positif
seru main bullying,0,Negatif
game tololl ngebug mulu anjing,0,Negatif
tolong baik blokir tolong baik l agi roblox anjing,-2,Negatif
geme nya bagus,0,Negatif
gamenya bagus playernya ramah ramah ngeleg,0,Negatif
gema ya bagus banget mabar trolll suka kasih bintang,3,Positif
enak gamenya suka plants vs brainrots gamenya suka ngelag,0,Negatif
game roblox seru map nyadan towernya seru temu teman ava brukhaven sayang ya butuh robux cumen wajar kasih bintang main bosan,2,Positif
tolong roblox hapus rusak pikir manusia game rusak anak anak tolong hapus apk,-2,Negatif
game favorite ku banget pilih map,2,Positif
main bagus cuman akun hilang melulu kelderwasa ya cepat,0,Negatif
bagus,0,Negatif
top up ribu robux pas update akun hilang,2,Positif
orang sekem,0,Negatif
seru kadang bikin marah,0,Negatif
suka banget anjrit koneksi gue guy banget alam virtual btw robux ngab,2,Positif
keep updating sok i cant log im stars i cant yeah,0,Negatif
game goblok,0,Negatif
lumayan bikin sakit hati,-1,Negatif
seru main ya main bosan,1,Positif
suka game,1,Positif
bagus banget geme suka fish moga el maja kraken dll,1,Positif
game ya bagus tapiiiiii aman ya aga ragu bully lapor report maaf typo kasih ingat temu bully tolong sistem lapor ya ya,3,Positif
game ya bagus banget game mainnin mabar teman seru banget pokok ya item gratis bikin avatar bagus bosan deh,6,Positif
bagus sih tolong baik jaring bagus ngelag ya,2,Positif
salah mulu main salah pindah akun salah laggggggggg jaring bagus,-2,Negatif
main bagus,0,Negatif
update ringan hp kentang force close,-1,Negatif
gamenya seru teman pilih map wifi pulsa gamenya lancar kadang bugnya,-1,Negatif
seru anjir,0,Negatif
enak kali,0,Negatif
mantap,1,Positif
seru asik cari teman mabar,0,Negatif
game bagus,1,Positif
game seru senang teman game seru,2,Positif
tolong kurang ketat filter chatnya ya ganggu sumpah,-2,Negatif
aplikasi bagus,-1,Negatif
bagus ngelek game bagus gua kasih bintang hadiah ya secret fis,1,Positif
game super seru robux,1,Positif
geme seru lupa hehe pokok rudah,0,Negatif
gamenya sih bagus game horor orang takut game horor bagus banget,1,Positif
bagus isi luang,0,Negatif
seru banget wajib coba yawww assalammualaikum,0,Negatif
main seru,0,Negatif
suruh upgrade,-1,Negatif
game bagus senang game game suka fish,3,Positif
game seru bagus,1,Positif
moga game updet ngeleg ya untung cuman sih,3,Positif
roblox game josjis ngelek,1,Positif
game roblox seru,1,Positif
seru banget tolong ya tombol kreasi nya ya pas update tombol nya hilang,5,Positif
game taii gue kuota dimainin gi siiii,0,Negatif
lumayan seru beda seru gorebox buat e e,0,Negatif
bagus pilih game ya orang,1,Positif
main join orang enak bangetmisal main travel trade join orang pet tawar sadis orang indonesia token tokenpadahal ku jual laku harga token,2,Positif
update seru,0,Negatif
gem ya bagus,1,Positif
game ya bagus map ya tolong banget delete main nge cheat roblox blox fruit curang main grainding,2,Positif
bagus banget upgrade nya tambah robux gratis roblox omaygatttttt ya roblox,4,Positif
bagus,0,Negatif
kasih rating kadang roblox tuh ngelag roblox bagus oh ya kadang pakai kuota tau pas main roblox pakai kuota cepat habis kuotany sih,1,Positif
bikin anak tagih,-2,Negatif
game ya seru moga game fish mancing ikan secret ya mudah,6,Positif
