steming_data,Score,Sentiment
game bodoh,1,Positif
seru gem ya,2,Positif
loading lot jaring berat jaring normal,1,Positif
suka game,2,Positif
gem ya seru seru,3,Positif
gamenya bagus sayang kompatipabel,1,Positif
i like,0,Negatif
suka main suka,2,Positif
barang beli robuxkalau barang hapus robux ya player rugi,-1,Negatif
dimainin,0,Negatif
update,0,Negatif
seruuh banget,1,Positif
wih ku rating seru game seru semuaaaa,3,Positif
enak main ya,2,Positif
gim,0,Negatif
muas,1,Positif
tolong roblok kasih tau talon janga pilih kasih player kayak adil susah susah cari sc berbulanbulan afk konten kreator kasih cepat detik dapt gus adil kah roblok kasih tau talon ya ya ro blok player nyaman pilih kasih,-5,Negatif
suara mic bangetbenerin dongkalo benerin malas main tolong ya benerin ku kasih rating bintang yatrus item murahin sikit,-2,Negatif
bagus main sikrit live gila,2,Positif
seru banget pokok ya hati,3,Positif
game ampas,-1,Negatif
seru game,2,Positif
seru banget tolong ya game dewasa hatihati anak usia,4,Positif
gamenya seru,1,Positif
suka game,2,Positif
mohon roblox boleh player aplikasi cloud,0,Negatif
bagus bagus,2,Positif
game rusak masuk akal nyala mic langsung ban kasar mic nyala niat roblox access microphone milik atur cegah salah sistem ban orang suara nyala mic,-1,Negatif
rubah bintang ya kasih bintang tolong perhati game climb and jumb tower ya barukadang minggu tower saran sih minggu kali kasih tower biar rintang barumksih,3,Positif
suka main roblox,1,Positif
seruh,0,Negatif
bikin private server private server gratis pas masuk join server,2,Positif
game ramah anak,0,Negatif
suka gem,1,Positif
game nyq seru,2,Positif
seru senang guna pakai delta,3,Positif
fish pokok nya mah,0,Negatif
afk main fish jam pas cek disconnectkan rugi tolong roblox benerin gamenya,-1,Negatif
bagus emot,1,Positif
bagus banget ngeleg ya mggb,3,Positif
main suka main tower,1,Positif
bagus canggih,1,Positif
nih game dahjaringan bagus login tulis koneksi internet putus tolong baik,3,Positif
this is good,1,Positif
game roblox populer,2,Positif
keren nyaman,2,Positif
cocok ku,0,Negatif
wow,0,Negatif
game seru,2,Positif
seru banget main bareng teman teman online,2,Positif
cocok main game,1,Positif
game senang tolong mudah ikan sikrit map fish,3,Positif
game seru jahat nya dikit,0,Negatif
good game saran custom letak controlnya,2,Positif
bagus uy,1,Positif
game sagangt seru banget pas rintangn rintangnnya susah kadang bikin kesell,4,Positif
geme bagus pilih geme ya,1,Positif
gme scam,0,Negatif
seru,1,Positif
talon maaf sc kuil ya susah tolong mudah,1,Positif
game ya enak seru minus sinyal stabil masuk dalam main ya,6,Positif
bintang ku ancam,-1,Negatif
suka main ya game seru roblox seru suka banget,7,Positif
gamenya seru banget item beli pakai robux game indonesia ya ceo roblox,3,Positif
pokok ya seru gabut ngabuburit ramadan,1,Positif
seruh bosan kecuali mancing talon cit whehe,0,Negatif
main ya bagus tibatiba blokir tau sebab ya blokir main brookhaven tibatiba blokir ya eh main tolong akun,0,Negatif
bagus seru banget pakai bayar puas banget reting bintang,6,Positif
seru map baru tarik,2,Positif
keren,1,Positif
i love you rosblok p,0,Negatif
seru tam meaken kuota,0,Negatif
kurang sesat,-2,Negatif
roblox tuh seruhhh banget map ya gampang lag tombol loncat ya besar ya pas main tower pas loncat nyampek balok jatuh tombol loncat besar r,5,Positif
habis update kemarin masuk map layar hitam force close memori nyisa,-3,Negatif
suport rf hadehh lawak,0,Negatif
game bagus bagus bug,2,Positif
hello developer i really need your help i just bought a diving gear your game but i didnt understand how the system works because of that i accidentally clicked and gave my newly purchased item a random player that i not know the item was very expensive for me and i really need back please help me restore the diving gear my inventory if this item cannot be returned i will have no choice but stop playing the game because i feel very disappointed thank you for your,1,Positif
game ya bagus sih tolong pakai hackscript tolong banned ya developer roblox biar game seru,6,Positif
game ya bagus hibur,3,Positif
bagus cuman jarang secret fish,1,Positif
bagus game main fis,2,Positif
mainin game inisetiap outfit beli error hilang,-2,Negatif
game jelek,-1,Negatif
pakai hp xiaomi main,0,Negatif
bagus banget game,3,Positif
roblox game seru banding game,3,Positif
game seru banget game,4,Positif
sih login akun password ya,1,Positif
game ya bagus,3,Positif
suka game game main,3,Positif
seru tantang,0,Negatif
anak malas bljrmenyita waktumengganggu,-2,Negatif
mantap gamenya keren,3,Positif
pliss seru banget ketemu temendari ajaaaa,3,Positif
gila mancing fish,1,Positif
game seru banget ajar bahasamabar bareng temendan lai sekian terima gaji,4,Positif
lumayan sih gue cuman main fish susah banget secreatnya pas misi element rod,1,Positif
enak main,1,Positif
bagus banget main roblox,2,Positif
senang,1,Positif
seru gem ya,2,Positif
bagus senang,2,Positif
seru main suka,2,Positif
ya bagus,2,Positif
main bagus main ya nge lag,1,Positif
ikan talon secret,0,Negatif
i was told log again and i used google but when i logged i couldnt please give me my account back i started from,-1,Negatif
seru banget main keren mantap,5,Positif
naantapp pokok mahhhhhh,0,Negatif
woy roblox main roblox game buruk guna download main,1,Positif
game ya free,3,Positif
game nyabagus,1,Positif
geme seru banget,2,Positif
bro please delete face photo i cant chat with others,-1,Negatif
bagus anajai,1,Positif
lumayan seru asik,2,Positif
bagus banget map ya,3,Positif
menyenag,0,Negatif
buram baju plis baik,1,Positif
roblox beranda gelap suka gelap,-1,Negatif
aktivin otomatis tulis afk menit update jelek mending update player roblox kecewa main roblox main fish sistem afk aduh trauma game,-2,Negatif
gua jago main fis seru banget pokok ya ketemu gua fis kasih ikan deh,3,Positif
urus ngacit ngecit diben dongngo,0,Negatif
apk gua mainin nih cuy,-2,Negatif
muas,1,Positif
aplikasi otak bodoh,-1,Negatif
gama ya bagus,2,Positif
pas avatar set ya bagus pas game beda,4,Positif
gem ya bagus,2,Positif
minimal item beli hapus roblox robux ya balikin beli robux pakai daun,-2,Negatif
game ya seru banget kadang suka ngelag suka omong kasar suka game ya,8,Positif
koneksi jaring baik wifi ngisi bulan ribu masuk map apa stak loby beli kuota ribu aneh pensiun gara koneksi gagal,-5,Negatif
bagus banget kadang lot sih,2,Positif
enak sih gb ya ganggu gara gara player zepeto roblox unik,-1,Negatif
cheater banned alas orang toxic banned banned game biar mati,1,Positif
roblox akun gua tibatiba hilang tolong bantu afk fish tibatiba hilang ayo senang senang beli pancing ares hilang,2,Positif
seru deh coba,1,Positif
moga harga game seru banget,5,Positif
tolong min login akun ya verifikasi langkah ya aktif verifikasi langkah tolong atas ya min terimakasih,5,Positif
game seruuuu,1,Positif
game bug loncat lag parah analog ya loncat ngebug parahhhhh pakai mod,-2,Negatif
tolong min baju ninja assasin ya keluar,1,Positif
update november kecewa main game fish device redfinger dll harus ya update layan main tenang seru tarik sulit guna atur baru orang tolol bodoh roblox tinggal main sulit minat,3,Positif
talon,0,Negatif
semenjak update baru roblox ku device huawei main huewai google play pakai apk gbox roblox deteksi ya ancam games main roblox nikmat device guna apk roblox rugi,1,Positif
susah tarik secret fist,0,Negatif
ramah main update guna device google play ya huawei,2,Positif
susah banget secret,0,Negatif
game adil iri konten kreator beli aitem langgan bulan susah sceret elemen rod konten kreator kasih luck juta parah pilih kasih game,-1,Negatif
kagak event fish,-1,Negatif
teman game rekomendasi guys,2,Positif
ku kasih bintang bug kamera gerak ya oke papa,2,Positif
game bagus bug jaring,2,Positif
min servernya down,-1,Negatif
seru banget pelisss,2,Positif
ngeleg parah bikin darah mulu oii,-2,Negatif
game update masalah performarender grafisdisconnect cenderung dorong space aplikasi perangkat batas update company gede performa aplikasi kikir ubah,-3,Negatif
i love roblox,0,Negatif
seru wkwk,1,Positif
gamenya lumayan bagus,1,Positif
bagus harga robux ya murahin,3,Positif
seru tolong update ya game anjggg gabisaa updatee sialll,3,Positif
tolong baik server nysetiap main jam malam masuk dalam game ya karena server merespon sinyal stabil,4,Positif
woi geme dukung anak anak download adah kayak emot hubung pasutri liahat baca papan tulis nista agama tolong geme,-4,Negatif
geme ya bagus,2,Positif
roblox kasih tau talon sc ya muda,-1,Negatif
kreatif,1,Positif
gue main roblox orang orang jahat game sambah hina hinaa,-1,Negatif
main seru map ku suka teman teman,2,Positif
game ya seru asikk tolong banned akun risss scammer tipu cundang scam game grow a garden pet bawa kabur akun roblox blokir milik bukti tolong roblox banned akun korban terimakasih,2,Positif
gamenya seru cari teman,0,Negatif
gamenya pental gjelas bintang,-1,Negatif
beli kepala setangah knpah dipke,0,Negatif
tolong admin roblox gua salah banettolong pikir bijak orang ripot gua gua langsung banet gua ripot orang salah gua kene player pensi,-6,Negatif
seru banget main roblox,2,Positif
bagus game inibisa ajar bahasa inggris ajar game bagus map map ya,4,Positif
game bosan,0,Negatif
game bagus,2,Positif
lumayan robax ya mahal mahal maaf ya roblox,2,Positif
geme seru banget ayo cepat main geme seru banget lohhhhhhhh,5,Positif
seru banget,2,Positif
daritadi koneksi terputusorang pakai wifi wifinya kencang sih pas akhir koneksi putus tamat koneksi putus sinyal bagus nih capek,1,Positif
game ya bagus sayang ngebug pas mancingtiba diam pokok ya inti kurang bug bug,2,Positif
bug parahhhh,-1,Negatif
bagus,1,Positif
game bagus cocok dilasih bintang tolong pembuatdev roblox kasih untung akun sekian trimakasih,3,Positif
kadang ngleg servernya,1,Positif
enak menang lupa like roblox,1,Positif
game seru game gamenya suka dunia,4,Positif
banyak bug,-1,Negatif
bagus sih map gamenya uras internet ku,0,Negatif
game mantap,3,Positif
kasar blokir akun ane game tambah aneh,1,Positif
bagus banget minus pas jadi tampil ya gelap tolong kasih tombol ganti kasih tau tolong kembaliin trimakasih,2,Positif
ngelek,0,Negatif
seru banget game nya,3,Positif
candu ya,1,Positif
enak main seruhh,1,Positif
game seru suka,3,Positif
game fish boros paket data main gb habis,0,Negatif
joystick ya ngelek kayak gerak tolong benar komunitas roblox ganggu main,-1,Negatif
seru banget,2,Positif
bagus banget seru game nya,4,Positif
game dikit dikit akun bandjan download,-1,Negatif
geme fasilitas geme geme kenal ramah ya bijak privasi oflain impi player roblox layan wakil player roblox ber trimakasih ya,3,Positif
main roblox bikin goblox ribet ngeleg gampang putus dikit jaring leg apa ribet game kotak bentuk apa erti gue gue bilang game gila,-4,Negatif
gem ya bagus gue puas hasil,5,Positif
game beli item mahal mahal hilang,0,Negatif
gamenya enak seru game baik dunia iya roblox,4,Positif
gem bagus permainanya bikin kesal ya main distrik violence lek parah masuk gem ya rugi kiler tim survival,-2,Negatif
lot banget game ya seru,3,Positif
bagus teman mabar,1,Positif
roblox bagus game ya cuman suka error kasar cheater bagus bintang,3,Positif
gemnya seru seru teman,2,Positif
suka,1,Positif
asking banget game ya,3,Positif
seru banget wih first tantang susah menarikk,0,Negatif
moga secret amin,1,Positif
game ya bagus pilih game ya akun ban ya salah tolong beritahu niknem riparkan,4,Positif
bagus aplikasi roblox ngehinabanyak bocilbocil sopan saran bocil blokir roblox,-1,Negatif
woi roblox kembaliin akun gue,0,Negatif
sih chat metro chat bikin kesel chat orang roblox mainin daftar jaring mah bagus masuk metro tmbhkan boneka kayak anak bayi gendong hadap rumah kmr gratis kasih hewan anjinggg bawa byr masjid metro pliiis,2,Positif
game ya seru banget suka main vdstkevadedll pokok rekomen banget tolong hilang emot ya pliss plissss banget developer roblox,9,Positif
gem seru banget ya iklan,2,Positif
susah banget king jelly,0,Negatif
b anyak gem bagus ya minimal onmik ktp plisss,1,Positif
game bagus main lakilaki perempuan paun anak game populer kasih bintang moga kembang,5,Positif
seru senang suka rating,3,Positif
game ya seru mabar,3,Positif
game ya sih bagustapi mainin minggu langsung tanda upgrate malas banget upgrate nyatapi game ya bagus sih,4,Positif
game ya senang hibur,3,Positif
oi bikin ngontak game iklan durasi detik menit anjing,-1,Negatif
game pakai akun hilang password darisananya error coba reset pakai email muncul kode error,-4,Negatif
game bug,0,Negatif
meyenangkanserubanyak kategori game inicuma kadang ngelag ya lewat sih its no problemgame the best,3,Positif
main ya bagus banget sih bag ya tolong roblox,4,Positif
game ya seru curi brainrot first gua el shark el gran maja keren sih coba sih,0,Negatif
bagus banget oh iya kurang ava zepeto cik,1,Positif
gem ya seru,2,Positif
disconek,0,Negatif
tolong tingkat masuk akun,0,Negatif
gamenya bagus bangetkarena map,1,Positif
bagus sih main bikin happy,2,Positif
wheres the safety system,0,Negatif
halo game ya bagus map map ya bagus,6,Positif
fish itjangan susah susah scretnyananti playernya pensi susah susah,-4,Negatif
bagus rekomendasi,1,Positif
game pp,1,Positif
seru hibur roblox,1,Positif
map telusur game keren,2,Positif
roblox game sungguh senang alas terkadang robux map ganti map beda map kebun mncr tembaktembakkan jajah roblox punya main game beda asik main iklan sekian terima kasih,2,Positif
mancing mania mantap,3,Positif
mancing mania mantap,3,Positif
roblox aplikasi suka main pil permaina,0,Negatif
jelek suka ngestuk huuu jelek,-3,Negatif
seru ganti pakai seru teman,2,Positif
bagus,1,Positif
sangad bagus error kode mohon ya,-1,Negatif
bagus sayang ya paket boros,2,Positif
varian game seru banget mainin,2,Positif
update ketat enak main,0,Negatif
gamee burikkkkkkk hapus playstore burik,-2,Negatif
wow gift me fish please hehehehe,-1,Negatif
seru,1,Positif
game seru banget salah game favorit ku,3,Positif
game ya bagus,3,Positif
bagus sih bayak gemyanglain,1,Positif
gem ya seruh,1,Positif
padah talon fish kenapah susah,-1,Negatif
ulasanbagus pokok,0,Negatif
seru skinn skinnya bagustetapi item hapus kembali robuxnnya,-1,Negatif
pulih akun nomer ponsel indonesia tau email tau no ponsel indonesia,-2,Negatif
bagus banget seru,3,Positif
enak game pliss donate robux gratis situ orang,3,Positif
plis balikin rf fist bikin hp rusak pakai redfinger plis roblox fitur auto ditec bikin afk fist butuh tarik ikan secret tolong dengar ya min,1,Positif
suka,1,Positif
game ya sih normal kayak fitur create hapus lupa tolong tambah fitur create benar ya tolong kasih tau moga baca,3,Positif
bagus main ya,2,Positif
the game is fun there are lots of different games and the developer is also good and i want ask we made from the sok i use usage language sok you understand because im from indonesia this game is really fun,3,Positif
bagus sih donlowad ya gkpp gue rating bintang limaa,2,Positif
game mudah orang orang diakorblox djhdjndbiz lantas senjata jual rumah rumah game hiu game,7,Positif
dikit dikit kena ban orang report iseng suka fitnah,-4,Negatif
ya kecewa adminnya totem beli bawa eeeh orang aneh bagi rejeki sc ya has lol,2,Positif
main main gem main roblok mohon baik,1,Positif
game ya bagus banget suka denngan game patah patah sih ok bintang,4,Positif
game play ya bagus suka,4,Positif
